,IdEstablecimiento,MS,Inscritos_suma_fonasa
931,110503,IVa,63.263999999999996
932,110505,IVa,1.8599999999999999
933,110510,IVa,6.861
934,110515,IVa,1.8599999999999999
935,110627,IVa,0.018
936,110720,IVa,1.107
937,110725,IVa,1.557
938,110735,IVa,5.463
939,110750,IVa,3.4979999999999998
940,110752,IVa,4.635
941,110754,IVa,2.757
942,110756,IVa,21.183
943,110758,IVa,5.781
944,110760,IVa,211.995
945,110775,IVa,119.235
946,110778,IVa,354.867
947,110781,IVa,188.91899999999998
948,110783,IVa,137.58599999999998
949,111300,IVa,5981.961
950,111301,IVa,2894.802
951,111302,IVa,2283.399
952,111303,IVa,1744.059
953,111304,IVa,6264.897
954,111305,IVa,2965.947
955,111306,IVa,3279.879
956,111307,IVa,2777.013
957,111308,IVa,3880.116
958,111309,IVa,2569.581
959,111310,IVa,3978.0389999999998
960,111351,IVa,26.087999999999997
961,111370,IVa,4859.223
962,111372,IVa,2342.694
963,111376,IVa,3381.2309999999998
964,111378,IVa,3610.065
965,111379,IVa,4826.364
966,111380,IVa,4159.749
967,111381,IVa,8226.801
968,111382,IVa,5546.706
969,111383,IVa,3187.989
970,111400,IVa,3.69
971,111704,IVa,17.445
972,111780,IVa,1.179
973,111781,IVa,4.566
974,111782,IVa,128.049
975,111783,IVa,375.822
976,111784,IVa,141.123
977,112300,IVa,1.251
978,112301,IVa,4155.696
979,112302,IVa,2213.298
980,112303,IVa,3824.0969999999998
981,112304,IVa,5181.75
982,112306,IVa,7213.1669999999995
983,112307,IVa,5090.406
984,112309,IVa,3155.613
985,112310,IVa,5737.245
986,112311,IVa,6684.6449999999995
987,112312,IVa,5541.543
988,112313,IVa,5265.951
989,112314,IVa,4244.55
990,112315,IVa,2520.294
991,112316,IVa,5172.174
992,112317,IVa,1446.447
993,112318,IVa,3014.94
994,112319,IVa,4531.704
995,112320,IVa,1954.125
996,112321,IVa,2418.846
997,112322,IVa,2488.638
998,112323,IVa,2.445
999,112407,IVa,0.51
1000,112707,IVa,172.005
1001,112716,IVa,25.02
1002,112717,IVa,2223.6059999999998
1003,112799,IVa,0.378
1004,113181,IVa,2.187
1005,113300,IVa,5667.921
1006,113301,IVa,2281.545
1007,113302,IVa,4470.969
1008,113303,IVa,4169.58
1009,113304,IVa,144.645
1010,113305,IVa,1857.285
1011,113306,IVa,3061.194
1012,113307,IVa,3433.2509999999997
1013,113308,IVa,2859.951
1014,113309,IVa,2989.071
1015,113310,IVa,2911.065
1016,113311,IVa,4510.242
1017,113312,IVa,4149.957
1018,113313,IVa,4835.097
1019,113314,IVa,3422.8559999999998
1020,113315,IVa,2572.749
1021,113316,IVa,3980.025
1022,113317,IVa,2897.151
1023,113318,IVa,3945.747
1024,113319,IVa,1602.894
1025,113320,IVa,1508.874
1026,113321,IVa,933.129
1027,113322,IVa,3174.186
1028,113323,IVa,2114.223
1029,113324,IVa,3242.7599999999998
1030,113326,IVa,3596.748
1031,113328,IVa,4199.556
1032,113329,IVa,2703.15
1033,113330,IVa,3169.461
1034,113331,IVa,3384.807
1035,113332,IVa,3387.516
1036,113333,IVa,1035.375
1037,113334,IVa,1165.398
1038,113390,IVa,4397.448
1039,113394,IVa,2004.153
1040,113396,IVa,1996.704
1041,113402,IVa,751.107
1042,113404,IVa,401.502
1043,113405,IVa,578.289
1044,113406,IVa,167.952
1045,113407,IVa,336.30899999999997
1046,113408,IVa,324.78
1047,113409,IVa,869.8199999999999
1048,113410,IVa,135.849
1049,113411,IVa,338.766
1050,113412,IVa,222.057
1051,113413,IVa,5.994
1052,113701,IVa,819.648
1053,113702,IVa,342.348
1054,113703,IVa,594.612
1055,113713,IVa,353.484
1056,113716,IVa,600.519
1057,113717,IVa,399.246
1058,113722,IVa,707.232
1059,113728,IVa,502.368
1060,113753,IVa,390.933
1061,113790,IVa,511.341
1062,114010,IVa,0.366
1063,114102,IVa,842.346
1064,114150,IVa,1.428
1065,114301,IVa,10074.521999999999
1066,114302,IVa,3360.342
1067,114303,IVa,6019.731
1068,114304,IVa,3812.406
1069,114305,IVa,4897.032
1070,114306,IVa,5898.33
1071,114307,IVa,2584.0679999999998
1072,114308,IVa,2822.0879999999997
1073,114309,IVa,3107.817
1074,114310,IVa,1309.104
1075,114311,IVa,2239.716
1076,114312,IVa,5376.426
1077,114313,IVa,1713.645
1078,114314,IVa,3024.7709999999997
1079,114315,IVa,1989.864
1080,114316,IVa,4858.602
1081,114317,IVa,2297.415
1082,114318,IVa,1228.266
1083,114319,IVa,3335.286
1084,114320,IVa,4851.834
1085,114321,IVa,3267.666
1086,114322,IVa,8631.426
1087,114323,IVa,2382.681
1088,114324,IVa,5848.041
1089,114325,IVa,4630.092
1090,114326,IVa,2856.957
1091,114327,IVa,1555.206
1092,114328,IVa,3455.283
1093,114329,IVa,2337.159
1094,114330,IVa,2914.149
1095,114331,IVa,5212.287
1096,114332,IVa,3564.075
1097,114333,IVa,1208.484
1098,114334,IVa,3608.679
1099,114401,IVa,203.733
1100,114403,IVa,34.497
1101,114406,IVa,58.884
1102,114407,IVa,254.53199999999998
1103,114408,IVa,2.721
1104,114409,IVa,1.179
1105,114410,IVa,32.166
1106,114706,IVa,5.943
1107,114714,IVa,349.638
1108,114796,IVa,8.94
1109,200037,IVa,11.286
1110,200080,IVa,8.184
1111,200188,IVa,3.162
1112,200210,IVa,879.492
1113,200236,IVa,2.247
1114,200265,IVa,11.727
1115,200282,IVa,0.20700000000000002
1116,200304,IVa,154.692
1117,200337,IVa,629.862
1118,200342,IVa,1.254
1119,200346,IVa,40.167
1120,200347,IVa,155.93699999999998
1121,200360,IVa,322.542
1122,200361,IVa,961.3679999999999
1123,200365,IVa,33.309
1124,200377,IVa,346.76099999999997
1125,200385,IVa,107.42999999999999
1126,200454,IVa,101.724
1127,200554,IVa,25.152
1128,200961,IVa,962.376
1129,200962,IVa,194.53799999999998
1130,200965,IVa,1007.223
1131,201091,IVa,1927.995
1132,201112,IVa,3498.159
1133,109300,V,14078.956
1134,109301,V,9560.591
1135,109302,V,7876.769
1136,109303,V,7473.611
1137,109304,V,2771.694
1138,109305,V,6669.291
1139,109307,V,6520.583
1140,109308,V,7482.206
1141,109309,V,7640.289
1142,109310,V,13709.645
1143,109311,V,8180.323
1144,109312,V,3320.329
1145,109313,V,8388.93
1146,109314,V,7243.061
1147,109315,V,10097.582
1148,109316,V,10865.239
1149,109317,V,3045.985
1150,109320,V,2932.183
1151,109321,V,6816.822
1152,109323,V,4301.004
1153,109324,V,10765.549
1154,109390,V,6651.107
1155,109407,V,2070.83
1156,109410,V,141.309
1157,109412,V,120.792
1158,109413,V,119.708
1159,109414,V,340.655
1160,109416,V,4.993
1161,109417,V,11.981
1162,109418,V,15.779
1163,109419,V,15.595
1164,109420,V,10.224
1165,109709,V,471.112
1166,109711,V,1004.079
1167,109712,V,1209.315
1168,109713,V,526.583
1169,109715,V,642.956
1170,109716,V,172.4
1171,109718,V,2128.036
1172,110160,V,5229.008
1173,110300,V,1.741
1174,110308,V,10088.063
1175,110310,V,6395.494
1176,110315,V,9394.771
1177,110316,V,7772.585
1178,110320,V,9755.739
1179,110325,V,8572.581
1180,110330,V,9473.936
1181,110331,V,5122.466
1182,110335,V,7997.429
1183,110340,V,10108.871
1184,110345,V,7457.988
1185,110350,V,15219.242
1186,110351,V,9610.005
1187,110352,V,8568.047
1188,110353,V,5623.55
1189,110354,V,12340.305
1190,110355,V,8595.278
1191,110360,V,15301.14
1192,110361,V,6352.419
1193,110362,V,7114.848
1194,110364,V,4285.87
1195,110366,V,12624.191
1196,110369,V,9925.616
1197,110370,V,7713.5960000000005
1198,110375,V,6267.108
1199,110378,V,8874.132
1200,110379,V,8610.761
1201,110380,V,2988.052
1202,110381,V,1531.272
1203,110385,V,1948.84
1204,110387,V,2538.21
1205,110390,V,14165.46
1206,110393,V,1731.6
1207,110400,V,87.384
1208,110410,V,28.012
1209,110425,V,1106.704
1210,110430,V,145.74
1211,110431,V,184.602
1212,110432,V,170.258
1213,110440,V,1749.637
1214,110445,V,1256.476
1215,110455,V,419.737
1216,110465,V,789.739
1217,110470,V,409.656
1218,110475,V,807.357
1219,110477,V,241.578
1220,110485,V,226.572
1221,110490,V,112.072
1222,110492,V,110.644
1223,110495,V,176.925
1224,110503,V,134.077
1225,110505,V,4.258
1226,110510,V,15.258
1227,110515,V,4.258
1228,110627,V,0.007
1229,110720,V,2.222
1230,110725,V,3.455
1231,110735,V,12.071
1232,110750,V,7.663
1233,110752,V,9.921
1234,110754,V,5.819
1235,110756,V,48.022999999999996
1236,110758,V,13.246
1237,110760,V,484.211
1238,110775,V,267.58
1239,110778,V,793.958
1240,110781,V,409.685
1241,110783,V,315.074
1242,111300,V,13327.39
1243,111301,V,6548.455
1244,111302,V,5111.762
1245,111303,V,3919.911
1246,111304,V,14365.352
1247,111305,V,6713.117
1248,111306,V,7471.033
1249,111307,V,6337.139
1250,111308,V,8829.432999999999
1251,111309,V,5721.569
1252,111310,V,8645.842
1253,111351,V,57.389
1254,111370,V,10915.335
1255,111372,V,5280.197
1256,111376,V,7594.226
1257,111378,V,8214.99
1258,111379,V,11037.39
1259,111380,V,9354.648000000001
1260,111381,V,18354.749
1261,111382,V,12722.827
1262,111383,V,7275.47
1263,111400,V,8.088
1264,111704,V,37.664
1265,111780,V,2.1319999999999997
1266,111781,V,9.823
1267,111782,V,294.222
1268,111783,V,875.269
1269,111784,V,325.159
1270,112300,V,2.441
1271,112301,V,9566.802
1272,112302,V,5056.231
1273,112303,V,8920.964
1274,112304,V,12157.753999999999
1275,112306,V,16716.941
1276,112307,V,11650.988
1277,112309,V,7428.475
1278,112310,V,13218.268
1279,112311,V,15485.606
1280,112312,V,12604.993
1281,112313,V,11918.978
1282,112314,V,9611.034
1283,112315,V,5675.543
1284,112316,V,11742.211
1285,112317,V,3335.323
1286,112318,V,6754.75
1287,112319,V,10267.711
1288,112320,V,4409.264
1289,112321,V,5421.821
1290,112322,V,5582.697
1291,112323,V,5.219
1292,112407,V,1.121
1293,112707,V,389.88100000000003
1294,112716,V,55.958
1295,112717,V,5199.61
1296,112799,V,0.636
1297,113181,V,4.64
1298,113300,V,12840.594
1299,113301,V,5155.296
1300,113302,V,10053.104
1301,113303,V,9470.232
1302,113304,V,314.709
1303,113305,V,4172.432
1304,113306,V,6950.419
1305,113307,V,7781.968
1306,113308,V,6445.333
1307,113309,V,6764.015
1308,113310,V,6571.875
1309,113311,V,10241.909
1310,113312,V,9337.903
1311,113313,V,11004.433
1312,113314,V,7752.165
1313,113315,V,5703.535
1314,113316,V,9012.745
1315,113317,V,6496.778
1316,113318,V,8780.451000000001
1317,113319,V,3631.535
1318,113320,V,3351.875
1319,113321,V,2108.316
1320,113322,V,7194.835
1321,113323,V,4630.223
1322,113324,V,7245.561
1323,113326,V,8109.278
1324,113328,V,9421.967
1325,113329,V,6076.2519999999995
1326,113330,V,7001.911
1327,113331,V,7686.733
1328,113332,V,7650.551
1329,113333,V,2319.799
1330,113334,V,2630.521
1331,113390,V,9829.936
1332,113394,V,4410.0380000000005
1333,113396,V,4447.106
1334,113402,V,1691.856
1335,113404,V,910.085
1336,113405,V,1299.951
1337,113406,V,379.55
1338,113407,V,757.124
1339,113408,V,743.284
1340,113409,V,1960.888
1341,113410,V,307.655
1342,113411,V,773.163
1343,113412,V,505.302
1344,113413,V,12.966000000000001
1345,113701,V,1849.694
1346,113702,V,776.833
1347,113703,V,1362.625
1348,113713,V,784.508
1349,113716,V,1350.104
1350,113717,V,903.506
1351,113722,V,1611.527
1352,113728,V,1135.191
1353,113753,V,902.685
1354,113790,V,1131.025
1355,114010,V,0.902
1356,114102,V,1923.122
1357,114150,V,3.025
1358,114301,V,22892.05
1359,114302,V,7602.392
1360,114303,V,13742.833
1361,114304,V,8650.034
1362,114305,V,11007.751
1363,114306,V,13243.264
1364,114307,V,5828.248
1365,114308,V,6354.398
1366,114309,V,7041.18
1367,114310,V,2979.689
1368,114311,V,4977.412
1369,114312,V,12156.577
1370,114313,V,3781.484
1371,114314,V,6882.282
1372,114315,V,4473.596
1373,114316,V,11016.874
1374,114317,V,5098.281
1375,114318,V,2770.916
1376,114319,V,7465.561
1377,114320,V,10922.419
1378,114321,V,7272.003
1379,114322,V,19613.458
1380,114323,V,5388.503
1381,114324,V,13357.545
1382,114325,V,10365.59
1383,114326,V,6295.591
1384,114327,V,3414.729
1385,114328,V,7855.55
1386,114329,V,5250.587
1387,114330,V,6531.918
1388,114331,V,11827.095
1389,114332,V,8049.74
1390,114333,V,2730.63
1391,114334,V,8177.117
1392,114401,V,463.683
1393,114403,V,79.98
1394,114406,V,135.60399999999998
1395,114407,V,576.967
1396,114408,V,6.218
1397,114409,V,2.4130000000000003
1398,114410,V,73.421
1399,114706,V,13.059
1400,114714,V,805.992
1401,114796,V,19.287
1402,200037,V,24.247
1403,200080,V,18.584
1404,200188,V,6.946
1405,200210,V,2025.977
1406,200236,V,5.0969999999999995
1407,200265,V,26.929
1408,200282,V,0.325
1409,200304,V,348.957
1410,200337,V,1424.706
1411,200342,V,2.659
1412,200346,V,89.392
1413,200347,V,352.634
1414,200360,V,729.344
1415,200361,V,2186.792
1416,200365,V,70.809
1417,200377,V,757.9300000000001
1418,200385,V,244.647
1419,200454,V,226.882
1420,200554,V,56.176
1421,200961,V,2221.038
1422,200962,V,451.889
1423,200965,V,2169.375
1424,201091,V,4424.2
1425,201112,V,7906.406
1426,109300,VII,6397.428000000001
1427,109301,VII,4218.177000000001
1428,109302,VII,3152.521
1429,109303,VII,3175.6960000000004
1430,109304,VII,1076.03
1431,109305,VII,2731.9770000000003
1432,109307,VII,2560.0240000000003
1433,109308,VII,3013.202
1434,109309,VII,2875.458
1435,109310,VII,6394.829000000001
1436,109311,VII,4362.1990000000005
1437,109312,VII,1575.6480000000001
1438,109313,VII,4287.024
1439,109314,VII,2797.268
1440,109315,VII,4423.758
1441,109316,VII,5694.006
1442,109317,VII,1347.018
1443,109320,VII,1195.92
1444,109321,VII,2742.737
1445,109323,VII,2018.612
1446,109324,VII,5418.716
1447,109390,VII,2590.9030000000002
1448,109407,VII,918.422
1449,109410,VII,47.714000000000006
1450,109412,VII,53.838
1451,109413,VII,52.37200000000001
1452,109414,VII,176.58
1453,109416,VII,2.853
1454,109417,VII,6.274
1455,109418,VII,8.444
1456,109419,VII,8.110000000000001
1457,109420,VII,5.757000000000001
1458,109709,VII,230.43900000000002
1459,109711,VII,522.4240000000001
1460,109712,VII,654.3370000000001
1461,109713,VII,241.12300000000002
1462,109715,VII,329.71700000000004
1463,109716,VII,113.95400000000001
1464,109718,VII,862.7220000000001
1465,110160,VII,1990.134
1466,110300,VII,0.451
1467,110308,VII,4160.496
1468,110310,VII,2578.855
1469,110315,VII,3823.949
1470,110316,VII,3114.0020000000004
1471,110320,VII,4067.7700000000004
1472,110325,VII,3432.15
1473,110330,VII,3998.5530000000003
1474,110331,VII,2278.4950000000003
1475,110335,VII,3333.8610000000003
1476,110340,VII,3883.8900000000003
1477,110345,VII,2963.949
1478,110350,VII,6189.576
1479,110351,VII,4047.9390000000003
1480,110352,VII,3775.001
1481,110353,VII,2599.319
1482,110354,VII,5105.054
1483,110355,VII,3525.369
1484,110360,VII,6071.753000000001
1485,110361,VII,3387.958
1486,110362,VII,3112.8190000000004
1487,110364,VII,1866.601
1488,110366,VII,5543.029
1489,110369,VII,4298.104
1490,110370,VII,3330.8300000000004
1491,110375,VII,2548.993
1492,110378,VII,3714.396
1493,110379,VII,3381.8120000000004
1494,110380,VII,1114.323
1495,110381,VII,646.25
1496,110385,VII,780.5970000000001
1497,110387,VII,1074.1180000000002
1498,110390,VII,5933.398
1499,110393,VII,711.926
1500,110400,VII,41.839000000000006
1501,110410,VII,13.986
1502,110425,VII,585.272
1503,110430,VII,70.86
1504,110431,VII,80.35900000000001
1505,110432,VII,76.851
1506,110440,VII,747.4630000000001
1507,110445,VII,494.694
1508,110455,VII,162.81
1509,110465,VII,342.73100000000005
1510,110470,VII,161.567
1511,110475,VII,344.27000000000004
1512,110477,VII,92.68
1513,110485,VII,120.26200000000001
1514,110490,VII,49.185
1515,110492,VII,50.268
1516,110495,VII,115.75300000000001
1517,110503,VII,78.01400000000001
1518,110505,VII,2.136
1519,110510,VII,6.61
1520,110515,VII,1.419
1521,110601,VII,0.1
1522,110627,VII,0.1
1523,110720,VII,1.6680000000000001
1524,110725,VII,1.502
1525,110735,VII,6.074000000000001
1526,110750,VII,4.938000000000001
1527,110752,VII,6.04
1528,110754,VII,3.3040000000000003
1529,110756,VII,19.577
1530,110758,VII,5.3740000000000006
1531,110760,VII,187.56500000000003
1532,110775,VII,122.17500000000001
1533,110778,VII,367.40500000000003
1534,110781,VII,243.69000000000003
1535,110783,VII,125.409
1536,111300,VII,5852.402
1537,111301,VII,2624.69
1538,111302,VII,2228.9770000000003
1539,111303,VII,1668.817
1540,111304,VII,5117.982
1541,111305,VII,2679.779
1542,111306,VII,2857.8140000000003
1543,111307,VII,2374.387
1544,111308,VII,3401.4970000000003
1545,111309,VII,2685.436
1546,111310,VII,4592.836
1547,111351,VII,28.372000000000003
1548,111370,VII,4450.376
1549,111372,VII,2184.88
1550,111376,VII,3189.893
1551,111378,VII,3214.4750000000004
1552,111379,VII,3997.8360000000002
1553,111380,VII,4119.837
1554,111381,VII,8235.625
1555,111382,VII,4528.911
1556,111383,VII,2752.594
1557,111400,VII,3.5380000000000003
1558,111704,VII,20.024
1559,111780,VII,2.117
1560,111781,VII,5.006
1561,111782,VII,101.99400000000001
1562,111783,VII,251.05900000000003
1563,111784,VII,115.72000000000001
1564,112300,VII,1.951
1565,112301,VII,3107.739
1566,112302,VII,1751.853
1567,112303,VII,2484.42
1568,112304,VII,3258.6450000000004
1569,112306,VII,5338.944
1570,112307,VII,4425.666
1571,112309,VII,2067.5820000000003
1572,112310,VII,4329.0830000000005
1573,112311,VII,4767.742
1574,112312,VII,4750.709
1575,112313,VII,4738.548000000001
1576,112314,VII,3891.578
1577,112315,VII,2376.6960000000004
1578,112316,VII,4632.251
1579,112317,VII,1103.895
1580,112318,VII,2972.9230000000002
1581,112319,VII,3920.2320000000004
1582,112320,VII,1826.284
1583,112321,VII,2396.05
1584,112322,VII,2452.7870000000003
1585,112323,VII,2.5700000000000003
1586,112407,VII,0.668
1587,112707,VII,181.89000000000001
1588,112716,VII,24.634
1589,112717,VII,1443.182
1590,112799,VII,0.617
1591,113181,VII,2.6870000000000003
1592,113300,VII,4904.732
1593,113301,VII,2026.4330000000002
1594,113302,VII,4138.979
1595,113303,VII,3658.9370000000004
1596,113304,VII,158.59
1597,113305,VII,1780.094
1598,113306,VII,2736.8880000000004
1599,113307,VII,3056.694
1600,113308,VII,2666.0
1601,113309,VII,2757.558
1602,113310,VII,2690.371
1603,113311,VII,3961.1650000000004
1604,113312,VII,3932.025
1605,113313,VII,4194.492
1606,113314,VII,3138.777
1607,113315,VII,2762.713
1608,113316,VII,3645.8790000000004
1609,113317,VII,2846.13
1610,113318,VII,4137.018
1611,113319,VII,1475.575
1612,113320,VII,1578.0590000000002
1613,113321,VII,873.3900000000001
1614,113322,VII,2775.7250000000004
1615,113323,VII,2411.811
1616,113324,VII,3209.924
1617,113326,VII,3281.273
1618,113328,VII,4233.5380000000005
1619,113329,VII,2584.355
1620,113330,VII,3585.195
1621,113331,VII,2931.4320000000002
1622,113332,VII,3155.2000000000003
1623,113333,VII,1039.588
1624,113334,VII,1089.038
1625,113390,VII,4372.049
1626,113394,VII,2284.3430000000003
1627,113396,VII,2049.126
1628,113402,VII,708.423
1629,113404,VII,370.141
1630,113405,VII,561.889
1631,113406,VII,161.43400000000003
1632,113407,VII,332.31600000000003
1633,113408,VII,279.94
1634,113409,VII,822.7800000000001
1635,113410,VII,130.428
1636,113411,VII,295.92900000000003
1637,113412,VII,204.186
1638,113413,VII,7.8420000000000005
1639,113701,VII,748.378
1640,113702,VII,301.00600000000003
1641,113703,VII,494.913
1642,113713,VII,396.18100000000004
1643,113716,VII,593.6790000000001
1644,113717,VII,376.55
1645,113722,VII,606.3660000000001
1646,113728,VII,491.67600000000004
1647,113753,VII,296.81500000000005
1648,113790,VII,587.725
1649,114010,VII,0.234
1650,114102,VII,713.783
1651,114150,VII,1.719
1652,114301,VII,9095.85
1653,114302,VII,3064.396
1654,114303,VII,4894.459000000001
1655,114304,VII,3448.6000000000004
1656,114305,VII,4688.972000000001
1657,114306,VII,5559.14
1658,114307,VII,2437.3140000000003
1659,114308,VII,2734.699
1660,114309,VII,2875.525
1661,114310,VII,1168.837
1662,114311,VII,2388.8700000000003
1663,114312,VII,5084.3460000000005
1664,114313,VII,1915.182
1665,114314,VII,2689.726
1666,114315,VII,1885.8890000000001
1667,114316,VII,4253.81
1668,114317,VII,2472.197
1669,114318,VII,1153.3010000000002
1670,114319,VII,3317.719
1671,114320,VII,4682.955
1672,114321,VII,3535.809
1673,114322,VII,7778.6990000000005
1674,114323,VII,2251.243
1675,114324,VII,4847.865000000001
1676,114325,VII,4529.002
1677,114326,VII,3285.7360000000003
1678,114327,VII,1749.949
1679,114328,VII,3091.8940000000002
1680,114329,VII,2343.71
1681,114330,VII,2838.248
1682,114331,VII,4517.503000000001
1683,114332,VII,3420.353
1684,114333,VII,1161.905
1685,114334,VII,3225.021
1686,114401,VII,177.06300000000002
1687,114403,VII,24.316000000000003
1688,114406,VII,47.73500000000001
1689,114407,VII,230.35800000000003
1690,114408,VII,2.104
1691,114409,VII,1.4020000000000001
1692,114410,VII,30.948000000000004
1693,114706,VII,5.8740000000000006
1694,114714,VII,297.338
1695,114796,VII,9.727
1696,200037,VII,11.716000000000001
1697,200080,VII,6.3950000000000005
1698,200188,VII,3.2380000000000004
1699,200210,VII,695.892
1700,200236,VII,2.487
1701,200265,VII,8.782
1702,200282,VII,0.4
1703,200304,VII,156.59900000000002
1704,200337,VII,569.3280000000001
1705,200342,VII,1.468
1706,200346,VII,40.52
1707,200347,VII,147.91600000000003
1708,200360,VII,295.115
1709,200361,VII,826.811
1710,200365,VII,45.444
1711,200377,VII,433.485
1712,200385,VII,98.152
1713,200454,VII,115.563
1714,200554,VII,23.966
1715,200961,VII,744.82
1716,200962,VII,144.59400000000002
1717,200965,VII,1291.459
1718,201091,VII,1612.153
1719,201112,VII,3273.635
